FID,name_landmark,ชื่อสถานที่สำคัญ,ที่อยู่
1226,THETSABAN MUEANG PHUKET PUBLIC MARKET,ตลาดสาธารณะเทศบาลเมืองภูเก็ต,ถนนระนอง
1227,LAI AN LAO RESTAURANT,ไล่อันเหลา,ถนนรัษฎา
1228,AZ BASIC,-,ถนนติลกอุทิศ 1
1229,ASIA'S BIGGEST HORROR HOUSE,บ้านผีสิง,ถนนราษฎร์อุทิศ 200 ปี
1230,NOPTHASAK MARINE CO.,บริษัทนบทศักดิ์มารีน,ถนนโยธาธิการ ภก. 2006 (รอบเกาะ-บ้านเกาะสิเหร่)
1231,ANTIQUE HOUSE,แอนทีคเฮาส์,ซอยประดิษฐ์
1232,"APHI WATTHANA THON CO.,LTD.",บริษัทอภิวัฒนาทรจำกัด,ถนนพังงา
1233,"TOYOTA PEARL DEALER CO.,LTD.",บริษัทโตโยต้าเพิร์ลผู้แทนจำหน่ายจำกัด,ถนนมนตรี
1234,BENJAPORN JEWELRY,ห้างเพชรทองเบญจพร,ถนนมนตรี
1235,KHEN GALLERIES,เขมราชแกลเลอรี่,ถนนราษฎร์อุทิศ 200 ปี
1236,PHUKET GIFT SHOP,ภูเก็ตกิ๊ปช๊อป,ถนนรัษฎา
1237,"THIAN SIN CO.,LTD.",บริษัทเธียรสินจำกัด,ถนนภูเก็ต
1238,MAZDA,โชว์รูมมาสด้า,ถนนพังงา
1239,HIAP HO COOLING,เฮียบโหเครื่องเย็น,ซอยวิบูลย์รังสรรค์
1240,NONG BOY,น้องบอย,ถนนอนุภาษภูเก็ตการ
1241,TEK HENG LI GOLDSMITH,ห้างทองเต็กเฮงหลี,ถนนมนตรี
1242,PHUKET SAHA FARM,ภูเก็ตสหฟาร์ม,ถนนโยธาธิการ ภก. 2006 (รอบเกาะ-บ้านเกาะสิเหร่)
1243,"CHIARAWANIT CO.,LTD.",บริษัทเจียรวานิชจำกัด,ถนนปฏิพัทธ์
1244,"SLINGKARN PATANA CO.,LTD.",บริษัทศฤงคารพัฒนาจำกัด,ซอยธรรมโสภา
1245,SANG DUM RONG,ห้างแสงดำรง,ซอยบางกอก 4
1246,PHUKET RUAM CHAI RESCUE FOUNDATION,มูลนิธิภูเก็ตร่วมใจกู้ภัย,ถนนวิรัชหงษ์หยก
1247,PHUTHON CHAROEN YON,ภูธรเจริญยนต์,ซอยภูธร 2
1248,WATTHANA HOME AND FURNISH,วัฒนาโฮมแอนด์เฟอร์นิช,ถนนปฏิพัทธ์
1249,SHOW TIME PHUKET,-,ถนนมนตรี
1250,CHAKKRAPHONG TIMBER,จักรพงศ์ค้าไม้,ทางหลวงแผ่นดินหมายเลข 4022
1251,KO HUAT,ร้านโกฮวด,ถนนโครงการบ้านท่าเทียบเรือประมงจังหวัดภูเก็ต
1252,"UNITED PHUKET COMMERCIAL CO.,LTD.",บริษัทยูไนเต็ดภูเก็ตคอมเมอร์เชียลจำกัด,ถนนบางกอก
1253,"A.T. CORPORATION CO.,LTD.",บริษัทอภิวัฒนาการจำกัด,ถนนภูเก็ต
1254,TIGER TEXTILE,ไทเกอร์เท็กซ์ไทล์,ถนนภูเก็ต
1255,NIMIT RESTAURANT 2,สวนอาหารนิมิตร 2,ซอยหัชนา 1/2
1256,SUM ISAN RESTAURANT,ร้านอาหารซุ้มอีสาน,ถนนวิรัชหงษ์หยก
1257,WORAPHITAK CONSTRUCTION LTD. PART.,ห้างหุ้นส่วนจำกัดวรพิทักษ์ก่อสร้าง,ซอยวิชิตสงคราม 1
1258,K.K. FARM,เค.เค. ฟาร์ม,ถนนโยธาธิการ ภก. 2006 (รอบเกาะ-บ้านเกาะสิเหร่)
1259,METHEE CASHEW NUT FACTORY,โรงงานเมธีเมล็ดมะม่วงหิมพานต์,ถนนติลกอุทิศ 2
1260,ALLIANCE FRANCAISE,สมาคมฝรั่งเศสภูเก็ต,ซอยพัฒนา 1
1261,PHAE THONG,แพทอง,ถนนอนุภาษภูเก็ตการ
1262,"G.C. HUAT CO.,LTD.",บริษัทจิ้นฮวดจำกัด,ถนนภูเก็ต
1263,"ANUPHAT MANOROM CO.,LTD.",บริษัทอนุภาษมโนรมย์จำกัด,ถนนวิรัชหงษ์หยก
1264,"SAHA PHATTHANA PHUKET TRANSPORTATION CO.,LTD.",บริษัทสหพัฒนาภูเก็ตขนส่งจำกัด,ซอยหัชนา 1/2
1265,P. PICHAINAVA GROUP,เครือป. พิชัยนาวา,ถนนมนตรี
1266,KANLAPANGHA,กัลปังหา,ถนนศรีเสนา
1267,CHI LING GOLDSMITH,ห้างทองฉีหลิง,ซอยสุรินทร์
1268,"PHUKET DONGHER TRADING CO.,LTD.",บริษัทภูเก็ตดองเชอร์เทรดดิ้งจำกัด,ถนนโยธาธิการ ภก. 2006 (รอบเกาะ-บ้านเกาะสิเหร่)
1269,KHWAN NGOEN RESTAURANT,ร้านอาหารขวัญเงิน,ถนนศรีเสนา
1270,"PHUKET SIWALI CO.,LTD.",บริษัทภูเก็ตสีวลีจำกัด,ถนนบางกอก
1271,"PHUKET THONG SIN TRADING CO.,LTD.",บริษัทภูเก็ตทองสินเทรดดิ้งจำกัด,ซอยตลิ่งชัน
1272,"IRAWADI CO.,LTD.",บริษัทอิราวดีจำกัด,ถนนมนตรี
1273,PHUKETB.S. JEWELRY CENTRE,ห้างทองนพเก้า,ถนนมนตรี
1274,"LIM WORAPHITAK CO.,LTD.",บริษัทลิ้มวรพิทักษ์จำกัด,ซอยพัฒนา 10
1275,NEW THIP THARA,นิวทิพย์ธารา,ถนนอนุภาษภูเก็ตการ
1276,PLA THONG RESTAURANT,สวนอาหารปลาทอง,ซอยพัฒนา 10
1277,THIP GARDEN CENTER,สวนทิพย์ภูเก็ต,ทางหลวงแผ่นดินหมายเลข 4022
1278,HIAP HIN,เฮียบหิ้น,ถนนมนตรี
1279,RUAM CHOK PA TONG,รวมโชคป่าตอง,ทางหลวงแผ่นดินหมายเลข 4233
1280,RAM WONG BAR,บาร์ศรีภูเก็ต,ซอยสุรินทร์
1281,KAENG LIANG,แกงเลียง,ถนนตะกั่วป่า
1282,PHARCY,ร้านยาฟาร์ซี,ทางหลวงแผ่นดินหมายเลข 4022
1283,BUA LUANG COFFEESHOP,บัวหลวงคอฟฟี่ช็อพ,ถนนปฏิพัทธ์
1284,LAEMTONG RESTAURANT,ภัตตาคารแหลมทอง,ถนนชนะเจริญ
1285,"CHANA CHAROEN INDUSTRY CO.,LTD.",บริษัทชนะเจริญอินดัสทรีจำกัด,ถนนชนะเจริญ
1286,TISCO FINANCE PCL.,บริษัทเงินทุนทิสโก้จำกัด (มหาชน),ถนนชนะเจริญ
1287,"PHUKET OA SYSTEM CO.,LTD.",บริษัทภูเก็ตโอเอซิสเต็มจำกัด,ถนนพูลผล
1288,"P.K. AIR SALE&SERVICE CO.,LTD.",บริษัทพี.เค. แอร์เซลแอนด์เซอร์วิสจำกัด,ถนนติลกอุทิศ 2
1289,CHOWFAH POWER STATION,เหมืองเจ้าฟ้า, 
1290,BANGKOK BEAUTY,บางกอกบิวตี้,ถนนพูลผล
1291,YAOWARAT GOLDSMITH,ห้างขายทองเยาวราช,ถนนชนะเจริญ
1292,BUDDY COFFEESHOP,บัดดี้คอฟฟี่ช็อพ,ซอยนิมิต 1
1293,NAI YAO 2 TA-YAI RESTAURANT,ร้านอาหารนายยาว 2 ตา-ยาย,ซอยตลิ่งชัน
1294,PONGTAVEE,พงษ์ทวี,ถนนพูลผล
1295,CHAO FA FOOD CENTER,ศูนย์อาหารเจ้าฟ้า,ถนนเจ้าฟ้า
1296,"PHUKET PROVINCIAL PHANIT CO.,LTD.",บริษัทภูเก็ตจังหวัดพาณิชย์จำกัด,ถนนพูลผล
1297,BATA,บาจา,ถนนติลกอุทิศ 1
1298,PHUKET SIMON CUBARET,-,ทางหลวงแผ่นดินหมายเลข 4233
1299,LOTUS CAFE&KARAOKE,โลตัสคาเฟ่&คาราโอเกะ,ซอยนิมิต 3
1300,CHAO FA ICE FACTORY 2,โรงงานน้ำแข็งเจ้าฟ้า 2,ทางหลวงแผ่นดินหมายเลข 4022
1301,SAMAKEETUM PHUKET ASSOCIATION,สมาคมสามัคคีธรรมภูเก็ต,ซอยพูนผล 9
1302,GRAND PLAZA MASSAGE PARLOUR,แกรนด์พลาซ่าอาบอบนวด,ถนนติลกอุทิศ 1
1303,U-FO OUTLET,-,ถนนติลกอุทิศ 1
1304,STEP,สเต็ป,ถนนชนะเจริญ
1305,THETSABAN PUBLIC MARKET 3,ตลาดสาธารณะเทศบาล 3,ซอยอิมจิต 2
1306,RAPINT,ระพินทร์,ถนนชนะเจริญ
1307,KHRUA MUEANG KHON RESTAURANT,ครัวเมืองคอน,ถนนพัฒนา
1308,PHUKET GROCERY,ภูเก็ตโกรเซอรี่,ถนนอ๋องซิมผ่าย
1309,DANCE 2000,-,ทางหลวงแผ่นดินหมายเลข 4233
1310,"PHUKET NAWAKIT CO.,LTD.",บริษัทภูเก็ตนวกิจจำกัด,ถนนอ๋องซิมผ่าย
1311,"NANA KIT MOTORS CO.,LTD.",บริษัทนานากิจยานยนต์จำกัด,ถนนพูลผล
1312,KAI TONG,ไก่โต้ง,ซอยพูนผล 7
1313,LEK FURNITURE,เล็กเฟอร์นิเจอร์,ถนนพูลผล
1314,AGRICULTURE MARKET,ตลาดเกษตร,ถนนอ๋องซิมผ่าย
1315,THAI SRESHTHAKICH INSURANCE PCL.,บริษัทไทยเศรษฐกิจประกันภัยจำกัด (มหาชน),ซอยอิมจิต
1316,JAME'S CAFE,เจมส์คาเฟ่,ซอยพูนผล 7
1317,SOI THONG RESTAURANT,สวนอาหารสร้อยทอง,ถนนอ๋องซิมผ่าย
1318,VANGKUNG,หาดอาหารวังกุ้ง,ถนนรพช. ภก. 2012 (บ้านเกาะสิเหร่-บ้านแหลมตุ๊กแก)
1319,PROMPHAN SUPERMARKET,พร้อมภัณฑ์,ทางหลวงแผ่นดินหมายเลข 4022
1320,PHUKET CHAO FA TRADING,ภูเก็ตเจ้าฟ้าการค้า,ถนนเจ้าฟ้า
1321,PHUKET DECORATING,ภูเก็ตตกแต่ง,ถนนเจ้าฟ้า
1322,VENUS FORNEAR,วีนัสฟอร์เนียร์,ทางหลวงแผ่นดินหมายเลข 4022
1323,THEP RASI FOUNDATION,มูลนิธิเทพราศี,ถนนภูเก็ต
1324,CLUB HOUSE,คลับเฮาส์,ถนนพูลผล
1325,"SUWANJATUPORN CO.,LTD.",บริษัทสุวรรณจตุพรจำกัด,ซอยพูนผล 5
1326,"THAI OCEAN VENTURE CO.,LTD.",บริษัทไทยโอเชี่ยนเวนเจอร์จำกัด,ถนนรพช. ภก. 4099 (ท่าเรือใหม่-สถานีวิทยุประมงชายฝั่ง)
1327,THABTIM CARAOKE,ทับทิมคาราโอเกะ,ทางหลวงแผ่นดินหมายเลข 4233
1328,MAGIC HOUSE,แมจิกเฮาส์,ถนนเจ้าฟ้า
1329,NEW FURNITURE,นิวเฟอร์นิเจอร์,ถนนพูลผล
1330,PHUKET SAMAKKHI ASSOCIATION,สมาคมภูเก็ตสามัคคี,ถนนภูเก็ต
1331,"SAENG CHAI SANITARY AND CERAMIC CO.,LTD.",บริษัทแสงชัยสุขภัณฑ์และเซรามิคจำกัด,ซอยพูนผล 5
1332,ISAN KHUN 2 RESTAURANT,ร้านอาหารอีสานคูณ 2,ทางหลวงแผ่นดินหมายเลข 4022
1333,"LIM MARK ADVERTISING CO.,LTD.",บริษัทลิมมาร์คแอ็ดเวอร์ไทซิ่งจำกัด,ถนนเจ้าฟ้า
1334,999 MARKET,ตลาด 999,ถนนตะกั่วป่า
1335,SURIYA CANVAS,สุริยาผ้าใบ,ซอยพูนผล 5
1336,"AKALUK SEREE CO.,LTD.",บริษัทเอกลักษณ์เสรีจำกัด,ถนนพูลผล
1337,"SAFETY SENSE SALES AND SERVICE CO.,LTD.",บริษัทเซฟตี้เซนส์เซลส์แอนด์เซอร์วิสจำกัด,ถนนพูลผล
1338,NEW T. PARTS,นิวต. อะหลั่ย,ซอยแสนสุข 1
1339,KHON THAI 2,ร้านอาหารตนไทย 2, 
1340,HUANG CHIA RESTAURANT,ภัตตาคารหวงเจีย,ซอยพูนผล 5
1341,MORE KARAOKE,ม. คาราโอเกะ,ซอยพูนผล 1
1342,WANG TI YIAN RESTAURANT,ภัตตาคารหวังตี้เยี่ยน,ซอยพูนผล 1
1343,"SUN AND SAND CO.,LTD.",บริษัทซันแอนด์แซนด์จำกัด,ถนนพูลผล
1344,HOME KITCHEN,โฮมคิทเช่น,ถนนเจ้าฟ้า
1345,S.K. THAI MASSAGE FOOT MASSAGE,เอส.เค. นวดแผนโบราณ,ถนนพูลผล
1346,HOK LOK SIO RESTAURANT,ภัตตาคารฮกหลกซิว,ซอยพูนผล 1
1347,"KRACHANG CHAO FA CO.,LTD.",บริษัทกระจ่างเจ้าฟ้าจำกัด,ถนนเจ้าฟ้า
1348,TREE TOP RESTAURANT,-,ทางหลวงแผ่นดินหมายเลข 4233
1349,SUAN LUANG FURNITURE,สวนหลวงเฟอร์นิเจอร์,ถนนเจ้าฟ้า
1350,THEP CHAROEN FARM,เทพเจริญฟาร์ม, 
1351,THETSABAN MUEANG PHUKET PUBLIC LIBRARY,ห้องสมุดประชาชนเทศบาลเมืองภูเก็ต,ถนนภูเก็ต
1352,KHAO SIAM JOURNALIST ASSOCIATION,สมาคมหนังสือพิมพ์ข่าวสยาม,ซอยต้นโพธิ์
1353,CHALUI,ฉลุย,ซอยกอไผ่
1354,S.T. PLAZA,เอส.ที. พลาซ่า,ถนนศักดิเดชน์
1355,SHINO-THAI RESOURCES DEVELOPMENT PCL.,บริษัทชิโน-ไทยรีซอร์เซสดีเวลลอปเม้นท์จำกัด (มหาชน),ซอยสะพานหิน
1356,SILVER SOUND,ซิลเวอร์ซาวด์,ถนนเจ้าฟ้า
1357,ISLAND FURNITURE,ไอส์แลนด์เฟอร์นิเจอร์,ทางหลวงแผ่นดินหมายเลข 4022
1358,MAI NOT KARAOKE,ไม้โหนดคาราโอเกะ,ซอยสะพานหิน
1359,PHUKET INTERCRAFT,ภูเก็ตอินเตอร์คราฟท์,ทางหลวงแผ่นดินหมายเลข 4022
1360,"KO TI CO.,LTD.",บริษัทโก้ตี่จำกัด,ซอยศักดิเดชน์ 5
1361,COUNTRY HOUSE FOOD&DRINK,-,ซอยสะพานหิน
1362,THESABAN MUEANG PHUKET PLAYGROUND,สนามเด็กเล่นเทศบาลเมืองภูเก็ต,ถนนภูเก็ต
1363,YEE SANFANG SEAFOOD,ภัตตาคารไถ่เหลียงซีฟู้ด,ถนนภูเก็ต
1364,MORADOK THAI RESTAURANT,สวนอาหารมรดกไทย,ถนนภูเก็ต
1365,WANG PLA RESTAURANT,ภัตตาคารวังปลา,ถนนกระ
1366,108 PHAN KAO PHUKET SEAFOOD,108 พันเก้าภูเก็ตซีฟู้ด,ถนนภูเก็ต
1367,AMAZING,อะเมซิ่ง,ถนนกระ
1368,NEW FURNITURE,นิวเฟอร์นิเจอร์,ถนนเจ้าฟ้า
1369,PHETHAI RESTAURANT,สวนอาหารเพทาย,ถนนกระ
1370,NATURD GREEN,สวนเนทอล,ทางหลวงแผ่นดินหมายเลข 4022
1371,"CHO CHAO FA FURNITURE,RUAM FURNITURE CENTER",ศูนย์รวมฟอร์นิเจอร์ชอว์จ้าวฟ้าเฟอร์นิเจอร์,ถนนเจ้าฟ้า
1372,THETSABAN MUEANG PHUKET QUALITY CONTROL FACTORY,โรงงานปรับปรุงคุณภาพน้ำเทศบาลเมืองภูเก็ต,ถนนรัตนโกสินทร์ 200 ปี
1373,ISLAND HERBAL SAUNA,ไอส์แลนด์เฮอร์เบิลล์ซาวน่า,ถนนเทพอนุสรณ์
1374,KHRUA SUCHA RESTAURANT,ร้านครัวสุชา,ถนนเจ้าฟ้า
1375,PHUKET SOLID WASTEINCINERATION PLANT,โรงงานขยะมูลฝอยจังหวัดภูเก็ต,ถนนรัตนโกสินทร์ 200 ปี
1376,BAN PHI NONG,บ้านพี่น้อง,ทางหลวงแผ่นดินหมายเลข 4023
1377,"HELLO PUKHET  CO.,LTD.",บริษัทเฮลโลภูเก็ตจำกัด,ถนนเทพอนุสรณ์
1378,RUAM SIN FACTORY,โรงงานรวมสิน,ซอยธนิตธุรกิจ 1
1379,"RUAM RUAY CHAI  CO.,LTD.",บริษัทร่วมรวยชัยจำกัด,ซอยจอมทอง 1
1380,RUNG THIWA SEAFOOD,รุ่งทิวาซีฟู้ด,ทางหลวงแผ่นดินหมายเลข 4021
1381,CHOM THONG SUPPLIES,จอมทองวัสดุภัณฑ์,ซอยจอมทอง 2
1382,"BANGKOK INSURANCE PUBLIC  CO.,LTD.",บริษัทกรุงเทพประกันภัยจำกัด,ซอยจอมทอง 1
1383,"SRI BURAPA ORCHID  CO.,LTD.",บริษัทศรีบูรพาออคิดจำกัด,ซอยจอมทอง 2
1384,"MUEANG THONG BORIKAN PHUKET TRANSPORTATION CO.,LTD.",บริษัทเมืองทองบริการภูเก็ตขนส่งจำกัด, 
1385,INDEX FURNITURE CENTER,อินเด็กซ์,ทางหลวงแผ่นดินหมายเลข 4023
1386,NAM SAENG RICE COMPANY,นำแสงค้าข้าว,ทางหลวงแผ่นดินหมายเลข 4023
1387,THEP KRASATTRI TIMBER AND CONSTRUCTION MATERIAL,เทพกระษัตรีค้าไม้และวัสดุก่อสร้าง,ทางหลวงแผ่นดินหมายเลข 4023
1388,SEAFOOD GARDEN,ร้านอาหารสวนทะเล,ทางหลวงแผ่นดินหมายเลข 4023
1389,KLUAIMAI THAI RESTAURANT,สวนอาหารกล้วยไม้ไทย,ทางหลวงแผ่นดินหมายเลข 4021
1390,MUM MUEANG NEW MARKET,ตลาดใหม่มุมเมือง,ทางหลวงแผ่นดินหมายเลข 4023
1391,MERCIDES BENZ,โชว์รูมเบนซ์,ทางหลวงแผ่นดินหมายเลข 4023
1392,"PHUKET GARMENT  CO.,LTD.",บริษัทภูเก็ตการ์เม้นท์จำกัด,ทางหลวงแผ่นดินหมายเลข 4021
1393,FURNITURE CHAO FA SHOWROOM,โชว์รูมเจ้าฟ้าเฟอร์นิเจอร์,ทางหลวงแผ่นดินหมายเลข 4023
1394,BANTHAI SEAFOOD&RESTAURANT,-,ทางหลวงแผ่นดินหมายเลข 4233
1395,SIRI PHON CHOK CHAI FACTORY,โรงงานศิริพรโชคชัย,ทางหลวงแผ่นดินหมายเลข 4023
1396,KHRUA RIM BUENG RESTAURANT,ครัวริมบึง,ซอยเจริญผล
1397,"GLOBAL THAI FLEMMISH MEAT TREADING  CO.,LTD.",บริษัทโกลบอลไทยแฟลมมิชมีทเทรดดิ้งจำกัด,ทางหลวงแผ่นดินหมายเลข 4023
1398,MOOK PHUKET,มุกภูเก็ต,ทางหลวงแผ่นดินหมายเลข 4023
1399,RABIANG THONG RESTAURANT,ร้านอาหารระเบียงทอง,ทางหลวงแผ่นดินหมายเลข 4023
1400,LE CHAROLAIS,เลอครัวซองท์,ทางหลวงแผ่นดินหมายเลข 4023
1401,PAIBOON'S SECONDHAND STORE,ไพบูลย์ร้านมือสอง,ทางหลวงแผ่นดินหมายเลข 4023
1402,KITSALAI SEAFOOD,กิสลัยซีฟู้ด,ทางหลวงแผ่นดินหมายเลข 4023
1403,KITSALAI SEAFOOD,กิสลัยซีฟู้ด,ทางหลวงแผ่นดินหมายเลข 4023
1404,ZYNTH DESIGN,-,ทางหลวงแผ่นดินหมายเลข 4023
1405,TONY,ร้านอาหารโทนี่,ทางหลวงแผ่นดินหมายเลข 4233
1406,SUPPHACHOK FURNITURE,ศุภโชคเฟอร์นิเจอร์,ทางหลวงแผ่นดินหมายเลข 4023
1407,CHOK YOTHA SUPPLIES,โชคโยธาวัสดุภัณฑ์,ทางหลวงแผ่นดินหมายเลข 4021
1408,NA BON FURNITURE,นาบอนเฟอร์นิเจอร์,ทางหลวงแผ่นดินหมายเลข 4023
1409,A.G.K. HARDWARE,เอ.จี.เค. ฮาร์ดแวร์,ทางหลวงแผ่นดินหมายเลข 4023
1410,WATTHANA WOODEN FURNITURE,เฟอร์นิเจอร์ไม้วัฒนา,ทางหลวงแผ่นดินหมายเลข 4023
1411,KON TAI PUB,คนไทผับ,ทางหลวงแผ่นดินหมายเลข 4233
1412,"ISLAND SAFARI CO.,LTD.",บริษัทไอส์แลนด์ซาฟารีจำกัด,ทางหลวงแผ่นดินหมายเลข 4021
1413,"EKKALAK SERI CO.,LTD.",บริษัทเอกลักษณ์เสรีจำกัด,ซอยทุ่งเจริญ 7
1414,GOLDEN SAND RESTAURANT,ภัตตาคารโกลเด้นแซนด์,ทางหลวงแผ่นดินหมายเลข 4233
1415,"PHUKET TEAK CO.,LTD.",บริษัทภูเก็ตไม้สักจำกัด,ทางหลวงแผ่นดินหมายเลข 4023
1416,LOCAL MOTION,-,ทางหลวงแผ่นดินหมายเลข 4028
1417,PAPAYA,ร้านอาหารปาปาย่า,ทางหลวงแผ่นดินหมายเลข 4233
1418,MR.THONG'S TAILOU,มิสเตอร์ทองเทเลอร์,ทางหลวงแผ่นดินหมายเลข 4028
1419,LOI AND JOY PUB,ลอยช์แอนด์จอยผับ,ทางหลวงแผ่นดินหมายเลข 4028
1420,BREAKFASTFOOD,-,ทางหลวงแผ่นดินหมายเลข 4233
1421,THE LITTLE MERMAID,เดอะลิตเติลเมอร์เมด,ทางหลวงแผ่นดินหมายเลข 4028
1422,CHAIYO SEAFOOD,ร้านอาหารไชโยซีฟู้ด,ถนนโยธาธิการ ภก. 2009 (บ้านนาร้าง-บ้านบ่อแร่)
1423,BELLA VISTA ITALIAN CUISINE,-,ทางหลวงแผ่นดินหมายเลข 4233
1424,ROLLY TASKER,รอลลี่ทาสเกอร์,ทางหลวงแผ่นดินหมายเลข 4021
1425,SUCHAVADEE,-,ทางหลวงแผ่นดินหมายเลข 4233
1426,KANOK RAT RESTAURANT,สวนอาหารกนกรัตน์,ทางหลวงแผ่นดินหมายเลข 4023
1427,LEK KARAOKE,เล็กคาราโอเกะ,ทางหลวงแผ่นดินหมายเลข 4023
1428,CEMENTHAI HOME MART,ซีเมนต์ไทยโฮมมาร์ท,ทางหลวงแผ่นดินหมายเลข 4023
1429,CHANURAT FARM,จาณุรัตน์ฟาร์ม, 
1430,"ROAD TRAN CO.,LTD.",บริษัทโรดทรานจำกัด,ซอยบ่อแร่
1431,MO MU DONG RESTAURANT,ร้านอาหารหมอมูดง,ถนนรพช. ภก. 3033 (บ้านป่าหลาย)
1432,PHUKET RUBBER FARMERS ASSOCIATION OFFICE,ที่ทำการสมาคมชาวสวนยางพาราจังหวัดภูเก็ต,ทางหลวงแผ่นดินหมายเลข 4021
1433,"THATSARA CO.,LTD.",บริษัททัศราจำกัด,ซอยป่าหล่าย 2
1434,HAT NAIHAN PARK,สวนสาธารณะหาดในหาน, 
1435,PHET NGAM FARM,เพชรงามฟาร์ม,ถนนรพช. ภก. 3033 (บ้านป่าหลาย)
1436,PHET SAM LIAM FARM,เพชรสามเหลี่ยมฟาร์ม,ซอยป่าหล่าย
1437,CHALONG CONCRETE SUPPLY,ฉลองคอนกรีตแอนด์ซัพพลาย,ทางหลวงแผ่นดินหมายเลข 4021
1438,SURADIT FARM,สุระดิษย์ฟาร์ม,ซอยป่าหล่าย
1439,T.N. FRAM,ทีเอ็นฟาร์ม,ซอยป่าหล่าย
1440,CHAIYAPRUEK FARM,ชัยพฤกษ์ฟาร์ม,ซอยป่าหล่าย
1441,VALENTINE FARM,วาเลนไทน์ฟาร์ม,ซอยป่าหล่าย
1442,CHAIYOT FARM,ไชยยศฟาร์ม,ซอยป่าหล่าย
1443,PHRAN THALE RESTAURANT,ร้านอาหารพรานทะเล,ซอยป่าหล่าย
1444,RIM AO SEAFOOD,ร้านอาหารริมอ่าวซีฟู้ด,ซอยป่าหล่าย
1445,BUTSABA FARM,บุษบาฟาร์ม,ซอยป่าหล่าย
1446,PA RLAI SEAFOOD,ร้านอาหารป่าหลายซีฟู้ด,ซอยป่าหล่าย
1447,TAI KONG CHINESE SEAFOOD RESTAURANT,-,ทางหลวงแผ่นดินหมายเลข 4233
1448,"THEP SUWAN STEEL CO.,LTD.",บริษัทเทพสุวรรณค้าเหล็กจำกัด,ทางหลวงแผ่นดินหมายเลข 4023
1449,THE LONG BEACH TERRACE,ห้องอาหารลองบีชเทอเรช,ทางหลวงแผ่นดินหมายเลข 4233
1450,OLD SIAM AUTHENTIC THAI RESTAURANT,-,ทางหลวงแผ่นดินหมายเลข 4233
1451,SUNSET RESTAURANT,ซันเซ็ทเรสทัวรอง,ถนนหลวงพ่อฉ้วน
1452,PARADISE'S RESTAURANT&BAR,ร้านอาหารและบาร์พาราไดส์,ถนนหลวงพ่อฉ้วน
1453,KARONHUT RESTAURANT,ร้านอาหารกะรนฮัท,ถนนหลวงพ่อฉ้วน
1454,RESTAURANT SVEA,-,ถนนหลวงพ่อฉ้วน
1455,CHILLI&SHELL,ร้านอาหารชิลลี่แอนด์เชลล์,ซอยบางลา
1456,ATM SIAM COMMERCIAL BANK,เอทีเอ็มธนาคารไทยพาณิชย์,ทางหลวงแผ่นดินหมายเลข 4233
1457,"GT. CONSTRUCTION CO.,LTD.",บริษัทจีที. คอนสตรั๊คชั่นจำกัด,ทางหลวงแผ่นดินหมายเลข 4021
1458,PHUKET SHELL,ภูเก็ตเชลล์,ทางหลวงแผ่นดินหมายเลข 4023
1459,PHUKET AUTO CAR CARE,ภูเก็ตออโต้คาร์แคร์,ทางหลวงแผ่นดินหมายเลข 4023
1460,SOR. NAPA CONSTRUCTION MATERIALS,ส. นภาค้าวัสดุก่อสร้าง,ทางหลวงแผ่นดินหมายเลข 4023
1461,PHUKET PARINTHON FARM,ภูเก็ตปรินทรฟาร์ม,ซอยเฉลิมพระเกียรติ
1462,AYUDHYA INSURANCE PCL.,บริษัทศรีอยุธยาประกันภัยจำกัด (มหาชน),ทางหลวงแผ่นดินหมายเลข 4028
1463,"THAI JUMBO TRIP CO.,LTD.",บริษัทไทยจัมโบ้ทริปจำกัด,ทางหลวงแผ่นดินหมายเลข 4021
1464,RUAM THEP RESTAURANT,-,ทางหลวงแผ่นดินหมายเลข 4233
1465,CHOEN CHIM RESTAURANT,ร้านอาหารเชิญชิม,ซอยหอยสังข์
1466,"LAKSMI LOTUS CO.,LTD.",บริษัทลักษมีโลตัสจำกัด,ถนนยอดเสน่ห์ 2
1467,SALA THAI ON THE ROCK RESTAURANT,ภัตตาคารศาลาไทยออนเดอะร็อค,ทางหลวงแผ่นดินหมายเลข 4233
1468,TAI CHAIKHA,ใต้ชายคา,ทางหลวงแผ่นดินหมายเลข 4023
1469,BRAHMA KUMARIS RAJA-YOGA FOUNDATION,มูลนิธิบราห์มากุมารีราชาโยคะ,ทางหลวงแผ่นดินหมายเลข 4233
1470,PHET UDON RESTAURANT,ร้านอาหารเพชรอุดร,ทางหลวงแผ่นดินหมายเลข 4023
1471,WATSANA RESTAURANT,สวนอาหารวาสนา,ทางหลวงแผ่นดินหมายเลข 4023
1472,DINO PARK MINI GOLF,ไดโนปาร์ค,ทางหลวงแผ่นดินหมายเลข 4233
1473,DINO BAR,-,ทางหลวงแผ่นดินหมายเลข 4233
1474,BUFFALO STEAK HOUSE,-,ทางหลวงแผ่นดินหมายเลข 4233
1475,DINO RESTAURANT,-,ทางหลวงแผ่นดินหมายเลข 4233
1476,PHUKET SINTHORN PANICH,ภูเก็ตสินธรพาณิชย์,ทางหลวงแผ่นดินหมายเลข 4028
1477,AO CHALONG SEAFOOD,อ่าวฉลองซีฟู้ด,ซอยพรฉลอง
1478,UNCLE BAR RESTAURANT,อังเคอร์นบาร์เร็สโทรอง,ถนนท้ายนา
